0	train	1,1,0,0,1,0
1	train	0,0,0,0,1,0
2	train	0,1,0,0,0,0
3	train	0,0,0,1,0,0
4	train	0,0,1,0,0,0
5	train	0,0,1,0,0,0
6	train	1,0,0,0,0,1
7	train	0,0,1,0,0,0
8	train	0,0,0,1,0,0
9	train	0,1,0,0,0,0
10	train	0,0,0,1,0,0
11	train	0,0,0,1,0,0
12	train	0,1,0,0,0,0
13	train	0,1,0,0,0,0
14	train	1,0,0,0,0,0
15	train	1,1,0,0,0,0
16	train	1,0,0,1,0,1
17	train	0,1,0,1,0,0
18	train	0,0,0,1,0,0
19	train	1,1,0,0,0,0
20	train	0,0,0,1,0,0
21	train	0,0,1,0,0,0
22	train	0,0,0,1,0,0
23	train	0,1,0,0,0,0
24	train	1,0,0,0,0,0
25	train	0,0,1,0,0,0
26	train	1,0,1,0,0,1
27	train	0,0,0,1,0,0
28	train	0,1,0,0,0,0
29	train	1,0,0,1,0,0
30	train	1,0,0,0,0,1
31	train	1,0,0,0,1,0
32	train	0,0,1,0,0,0
33	train	0,0,1,0,0,0
34	train	1,1,0,0,0,0
35	train	1,0,0,0,0,0
36	train	0,0,0,0,1,1
37	train	0,0,0,0,0,1
38	train	0,1,0,0,0,0
39	train	0,0,0,1,0,1
40	train	0,0,0,1,0,0
41	train	0,0,0,0,0,1
42	train	1,0,0,0,0,0
43	train	1,0,0,0,0,1
44	train	1,0,0,0,0,0
45	train	1,0,1,0,0,0
46	train	0,0,1,0,0,0
47	train	1,1,0,1,0,0
48	train	0,1,0,0,0,0
49	train	1,1,0,0,0,0
50	train	0,0,1,0,0,0
51	train	1,0,0,1,0,1
52	train	0,1,0,0,0,0
53	train	0,0,1,0,0,0
54	train	1,0,0,0,0,1
55	train	1,0,0,0,0,0
56	train	1,0,0,0,0,0
57	train	1,0,0,0,0,0
58	train	1,0,0,1,1,1
59	train	1,0,0,0,0,0
60	train	1,0,0,0,0,0
61	train	1,0,0,0,0,0
62	train	1,0,0,0,1,0
63	train	0,0,1,0,0,0
64	train	1,0,0,0,1,1
65	train	0,0,0,1,0,0
66	train	0,0,1,0,0,0
67	train	1,0,0,0,0,1
68	train	1,0,0,0,1,1
69	train	1,1,0,0,0,0
70	train	0,0,0,1,0,0
71	train	0,0,1,0,0,0
72	train	0,1,0,0,0,0
73	train	0,0,1,0,0,0
74	train	1,0,0,0,0,0
75	train	1,0,0,0,0,1
76	train	0,0,0,1,0,0
77	train	0,0,1,0,0,0
78	train	1,0,0,0,0,0
79	train	1,0,0,0,0,0
80	train	0,0,0,0,0,1
81	train	1,1,0,0,0,0
82	train	1,0,0,0,1,0
83	train	0,0,0,1,0,0
84	train	0,0,0,1,0,0
85	train	0,0,0,1,0,1
86	train	0,0,1,0,0,0
87	train	0,1,0,0,0,0
88	train	1,0,0,0,1,0
89	train	1,1,0,0,0,0
90	train	0,1,0,0,0,0
91	train	0,0,1,0,0,0
92	train	1,0,0,0,0,1
93	train	0,0,0,1,0,0
94	train	1,0,0,1,0,1
95	train	0,1,1,0,0,0
96	train	0,0,0,0,1,0
97	train	1,0,0,1,0,0
98	train	1,1,0,0,0,0
99	train	1,0,0,0,0,0
100	train	1,0,0,0,0,0
101	train	1,0,0,0,0,0
102	train	0,0,0,0,0,1
103	train	1,0,0,0,0,0
104	train	0,0,0,0,0,1
105	train	0,1,0,0,0,0
106	train	1,0,0,0,0,0
107	train	1,0,0,0,0,0
108	train	0,0,0,1,0,0
109	train	1,0,0,0,0,1
110	train	1,0,0,0,0,1
111	train	0,0,1,0,0,1
112	train	1,0,0,0,0,0
113	train	0,0,0,0,1,0
114	train	1,1,0,0,0,1
115	train	0,0,0,0,1,0
116	train	1,0,1,0,0,0
117	train	1,0,0,0,1,0
118	train	0,0,0,1,0,0
119	train	1,0,0,0,0,1
120	train	0,0,0,1,0,0
121	train	1,0,1,0,0,0
122	train	0,0,1,0,0,0
123	train	1,0,1,0,0,0
124	train	0,0,0,0,0,1
125	train	0,0,0,0,1,0
126	train	1,0,0,0,0,0
127	train	1,0,1,0,0,0
128	train	1,0,0,1,0,1
129	train	1,0,0,0,0,0
130	train	0,0,1,0,0,0
131	train	1,0,0,0,0,0
132	train	1,0,0,0,0,1
133	train	0,0,1,0,0,0
134	train	0,0,1,0,0,0
135	train	0,0,0,0,0,1
136	train	0,0,0,1,0,0
137	train	0,1,0,0,0,0
138	train	1,0,0,0,0,0
139	train	1,0,0,1,0,0
140	train	1,0,0,0,1,1
141	train	1,1,0,0,0,0
142	train	1,1,0,0,0,0
143	train	0,0,1,0,0,0
144	train	1,0,0,0,0,0
145	train	0,0,0,1,0,0
146	train	1,0,0,0,0,0
147	train	1,0,0,0,0,0
148	train	1,0,0,0,0,0
149	train	1,0,0,1,0,0
150	train	1,0,0,0,1,0
151	train	1,0,0,0,0,1
152	train	1,0,0,0,0,0
153	train	1,0,0,0,0,0
154	train	0,0,0,1,0,0
155	train	1,0,0,0,1,1
156	train	0,0,0,0,1,0
157	train	1,0,0,0,0,0
158	train	1,1,0,0,0,0
159	train	0,1,0,0,0,0
160	train	1,0,0,0,0,0
161	train	0,0,0,1,0,0
162	train	0,0,1,0,0,0
163	train	1,0,0,0,0,1
164	train	0,1,0,0,0,0
165	train	1,0,0,0,1,0
166	train	0,1,0,0,0,0
167	train	1,1,0,0,0,0
168	train	1,0,0,0,0,0
169	train	1,0,0,0,0,0
170	train	0,0,0,0,1,0
171	train	0,0,0,0,1,0
172	train	0,0,0,0,1,0
173	train	0,1,0,0,0,0
174	train	1,0,1,0,0,1
175	train	1,1,1,0,0,0
176	train	0,0,1,0,0,0
177	train	1,0,0,0,0,0
178	train	0,0,0,1,0,0
179	train	1,0,0,0,1,0
180	train	0,0,0,1,0,0
181	train	0,0,1,0,0,0
182	train	0,0,0,1,0,0
183	train	1,0,0,0,0,0
184	train	0,0,1,0,0,0
185	train	1,0,1,0,0,0
186	train	0,0,0,1,0,0
187	train	0,0,0,1,0,1
188	train	0,0,0,1,0,0
189	train	0,0,1,0,0,0
190	train	1,0,0,0,1,0
191	train	1,0,0,0,0,0
192	train	0,0,1,0,0,0
193	train	0,0,1,0,0,0
194	train	0,1,0,0,0,0
195	train	1,1,0,0,0,0
196	train	0,1,0,0,0,0
197	train	0,0,0,1,0,0
198	train	1,0,0,0,1,1
199	train	0,1,0,1,0,0
200	train	1,0,0,1,0,0
201	train	1,0,0,0,0,1
202	train	1,0,0,0,0,0
203	train	1,0,0,0,0,0
204	train	1,0,0,0,0,0
205	train	0,0,1,0,0,0
206	train	1,1,0,0,0,0
207	train	1,0,0,0,1,0
208	train	1,0,0,0,0,1
209	train	1,0,0,0,1,0
210	train	0,1,0,1,0,0
211	train	0,0,1,0,0,0
212	train	0,0,0,1,0,0
213	train	1,0,0,0,0,0
214	train	0,0,1,0,0,0
215	train	0,0,1,0,0,0
216	train	1,0,0,0,1,0
217	train	1,1,0,0,0,1
218	train	0,0,0,0,1,0
219	train	0,0,0,0,0,1
220	train	1,0,0,0,0,0
221	train	1,0,0,0,0,0
222	train	0,0,0,0,0,1
223	train	0,1,0,0,0,0
224	train	0,1,0,0,0,0
225	train	0,0,1,0,0,0
226	train	0,0,1,0,0,0
227	train	0,0,0,0,1,0
228	train	0,0,0,1,0,0
229	train	1,0,0,0,0,0
230	train	0,0,0,1,0,0
231	train	1,0,0,0,0,0
232	train	0,0,0,1,0,0
233	train	1,0,0,0,1,1
234	train	1,0,0,0,0,0
235	train	1,1,0,0,0,0
236	train	1,0,0,1,0,0
237	train	0,1,0,0,0,0
238	train	1,0,1,0,0,0
239	train	1,0,0,0,0,0
240	train	0,0,0,0,0,1
241	train	1,1,0,0,0,0
242	train	1,0,0,0,1,1
243	train	0,0,1,0,0,0
244	train	0,0,1,0,0,0
245	train	1,0,1,0,0,0
246	train	1,0,0,0,0,0
